USER,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5087,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,No,High,Disagree - minor,,,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,COMMISSION,YES,No edits needed,1998: cleared fire,Kalimantan,5092,Primary degraded,Low,Belukar,CLEAR_FI,High,1998,1997,Cleared - Fire,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1993,yes,high,Agree,,No data until 1993,,,,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,COMMISSION,YES,Edited entry,,Kalimantan,5094,Primary intact,high,Hutan Rawa Primer,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,no,high,Agree,,Sample complete!,,pixel: swamp forest with small tree canopy,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5100,Primary intact,high,Pertanian Lahan Kering Campur Semak,CLEAR_AB,High,1994,1993,Cleared - Abandoned/transitional,High,1997,1996,Cleared - Fire,High,2008,2007,Cleared - Abandoned/transitional,High,2015,2014,Cleared - Abandoned/transitional,Low,NA,NA,,,NA,NA,,,Yes,none,1993,Yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5103,Primary degraded,high,Belukar,CLEAR_FI,High,1998,1996,Cleared - Fire,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2010,1994,yes,high,Disagree - minor,,No data until 1994,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5110,Primary intact,high,Perkebunan,CLEAR_PE,High,1998,1997,Cleared - Fire,high,2013,2012,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1993,yes,high,Disagree - minor,,No data until 1993,Sawit,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Kalimantan,5120,Primary intact,high,Belukar,DEG_FI,High,1998,1997,Degraded - Fire,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1992,Yes,high,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,COMMISSION,YES,No edits needed,,Kalimantan,5122,Primary degraded,high,Hutan Sekunder,CLEAR_RO,High,1999,1998,Cleared - Roading,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,Yes,high,Disagree - minor,,Sample complete!,,"selective logging cuttingthis circle area still undisturb forest, some area in the around degraded",,,NA,NA,NA,forest regrowth
Tatik checked,Tatik checked,COMMISSION,COMMISSION,YES,Edited entry,landcover:plantation(rubber),Kalimantan,5125,Non Forest,Low,Perkebunan,NON,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,no,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5127,Non Forest,high,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,No,high,Agree,,,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,Edited entry,,Kalimantan,5136,Primary intact,high,Perkebunan,CLEAR_TP,High,1995,1990,Cleared - Fire,high,1998,1997,Cleared - Tree plantations,High,2007,2006,Cleared - Tree plantations,Low,2015,2014,Cleared - Tree plantations,Low,NA,NA,,,NA,NA,,,Yes,2014,1990,Yes,high,Disagree - minor,,,rubber,clearing and then naturally growthintact until 1994 (no data in 1994) but I sure land clearing in 1995,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5137,Primary intact,high,Belukar,CLEAR_AB,High,1994,1990,Cleared - Abandoned/transitional,low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - minor,,,,,,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5139,Non Forest,high,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1993,No,High,Agree,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5143,Primary intact,high,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1997,1996,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1993,no,high,Agree,,Sample complete!,,"no data in 1990, so i use 1989",,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5151,Non Forest,high,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,No,high,Disagree - minor,,Sample complete!,,clearing and then naturally growthnatural forest with some selective cutting,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,,Kalimantan,5152,Primary intact,high,Hutan Rawa Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1990,no,high,Agree,,Sample complete!,,this circle area still undisturb forest,,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,1990: paddy field,Kalimantan,5155,Non Forest,high,Sawah,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,No,High,Agree,,Sample complete!,,"this area coul be shrub until 1997, because in 1999 it possibly paddy field",,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5162,Primary degraded,high,Belukar,CLEAR_AB,High,1998,1997,Cleared - Fire,high,2005,2004,Cleared - Abandoned/transitional,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1990,yes,high,Disagree - major,,,,,,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,COMMISSION,YES,Edited entry,,Kalimantan,5165,Primary intact,high,Hutan Mangrove,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2013,1990,no,high,Agree,,,,"primary mangrove forest, undisturb forest",,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,COMMISSION,YES,No edits needed,,Kalimantan,5168,Primary intact,high,Hutan Sekunder,CLEAR_RO,High,2001,2000,Cleared - Roading,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - minor,,,,"there is main road in the circle area1990 to 2000 still intact primary forest, 2001 degraded forest",,,NA,NA,NA,forest regrowth
Tatik checked,Tatik checked,AGREE_FOR,COMMISSION,YES,No edits needed,,Kalimantan,5169,Primary degraded,high,Belukar,CLEAR_AB,High,1999,1998,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1991,yes,high,Disagree - minor,,No data until 1991,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5170,Primary degraded,high,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2000,1999,Cleared - Small-holder land use,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1990,yes,high,Disagree - minor,,,,it possibly planted with rubber treedegraded forest cleared in 2000,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5172,Primary intact,high,Belukar,CLEAR_OT,High,1998,1997,Cleared - Fire,high,2015,2014,Cleared - Other,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,yes,high,Agree,,,,this area regrowth by wild grassthis is primary swamp forest and cleared in 1998,,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,COMMISSION,YES,Edited entry,still forest,Kalimantan,5182,Primary intact,high,Hutan Primer,NON,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,No,high,Disagree - major,,,,,,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,Edited entry,,Kalimantan,5183,Primary intact,Low,Hutan Primer,NON,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,No,high,Disagree - major,,,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5193,Primary intact,Low,Belukar,CLEAR_OT,High,1997,1994,Cleared - Abandoned/transitional,high,2016,2015,Cleared - Other,low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,yes,high,Disagree - major,,no data until 1994,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,,Kalimantan,5201,Non Forest,low,Belukar,CLEAR_AB,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,Yes,High,Disagree - major,,Sample complete!,,shrub,,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No images:1990-1994,Kalimantan,5210,Non Forest,Low,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1995,yes,high,Agree,,No data until 1995,,,,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No images:1990-1995,Kalimantan,5213,Non Forest,High,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1996,No,high,Agree,,No data until 1996,Sawit,,,,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5214,Non Forest,high,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,No,High,Agree,,Sample complete!,,"this in near villages and paddy field area, pixel could be fruit trees and coconut trees",,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,No images:1990-1994,Kalimantan,5216,Primary intact,high,Belukar,CLEAR_AB,High,1999,1997,Cleared - Fire,Low,2003,2002,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1995,yes,high,Disagree - minor,Diana edited,,,Not sure if this was cleared or just degraded,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5236,Primary degraded,high,Hutan Sekunder,CLEAR_RO,High,1999,1994,Cleared - Roading,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - minor,,,,,,,NA,NA,NA,forest regrowth
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,1990: forest,Kalimantan,5237,Primary degraded,high,Hutan Sekunder,DEG,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,No,Low,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,5240,Primary degraded,high,Belukar,CLEAR_AB,High,1993,1991,Degraded - Selective Logging,high,1995,1994,Cleared - Abandoned/transitional,High,2009,2008,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Disagree - minor,,,,,,,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,No images:1990-1992,Kalimantan,5241,Primary degraded,Low,Belukar,CLEAR_AB,High,2003,2002,Cleared - Abandoned/transitional,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1993,yes,high,Disagree - minor,Diana edited,No data until 1993,,,,,NA,NA,NA,forest regrowth
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,Edited entry,,Kalimantan,5242,Primary degraded,Low,Belukar,DEG_NE,High,1999,1998,Degraded - Nearby clearing,high,2000,1999,Cleared - Abandoned/transitional,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1991,yes,high,Agree,,Sample complete!,,,,,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,No images until 1998,Maluku,5953,Primary degraded,High,Hutan Sekunder,DEG_NE,High,2005,2004,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1999,No,High,Disagree - minor,,"Identifikasi pertama tahun 1999, pixel tahun 1990-1998 berwarna hitam",,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No images until 1993,Maluku,5955,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2015,1994,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,still forest,Maluku,5959,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1995,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,5962,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1991,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No data untill 1999,Maluku,5966,Non Forest,High,Awan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2012,2000,No,High,Agree,,Sample complete!,dari GE: belukar,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,">50% is mangrove, <50% is water",Maluku,5974,Primary intact,High,Hutan Mangrove,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2012,1990,No,High,Disagree - minor,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,6003,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2009,1990,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,COMMISSION,YES,Edited entry,"No SPOT data; 2015 was degraded fire but only on the top or canopy of trees, so still forest",Maluku,6017,Primary intact,High,Hutan Primer,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2011,1990,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Maluku,6020,Primary degraded,Low,Hutan Sekunder,DEG_NE,High,2013,2012,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1995,Yes,Low,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,6023,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1990,No,High,Disagree - minor,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,COMMISSION,YES,Edited entry,1990:shrub,Maluku,6025,Non Forest,Low,Belukar,CLEAR_AB,High,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2010,1990,No,High,Disagree - minor,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,Edited entry,magrove,Maluku,6027,Primary degraded,Low,Hutan Mangrove Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1996,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,,Maluku,6037,Primary intact,High,Hutan Sekunder,DEG_NE,High,2012,2011,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,No data untill 1999; No SPOT data,Maluku,6044,Primary degraded,Low,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2016,2000,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,,Maluku,6049,Non Forest,High,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,No,High,Disagree - major,,,"clove, etc",,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,mangrove,Maluku,6052,Primary degraded,Low,Hutan Mangrove Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1990,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,No change... : Clove & shrub,Maluku,6054,Non Forest,High,Pertanian Lahan Kering Campur Semak,DEG_NE,Low,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1991,Yes,High,,Diana edited,,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Maluku,6058,Primary intact,High,Hutan Sekunder,DEG_ND,Low,2015,2014,Degraded - Natural disturbance,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2013,1991,Yes,High,Disagree - minor,,,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,No edits needed,,Maluku,6066,Primary degraded,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1998,1997,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,,Maluku,6070,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1990,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_NON,YES,Edited entry,Clove,Maluku,6071,Primary degraded,High,Pertanian Lahan Kering,CLEAR_RO,High,1991,1990,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1991,Yes,High,Agree,,,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,COMMISSION,YES,Edited entry,Clove,Maluku,6072,Non Forest,High,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,,,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1990,Yes,High,Disagree - minor,,,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,COMMISSION,YES,No edits needed,,Maluku,6075,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1990,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,still forest,Maluku,6081,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,karst,Maluku,6082,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2009,1990,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,No edits needed,,Maluku,6085,Primary degraded,High,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1992,No,High,Disagree - minor,,,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Maluku,6089,Primary intact,High,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2013,1995,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,No SPOT data,Maluku,6093,Primary degraded,Low,Hutan Sekunder,DEG,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1995,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,Edited entry,No SPOT data,Maluku,6094,Primary intact,High,Hutan Sekunder,PIN,High,2014,2013,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2014,1995,No,High,Agree,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Maluku,6105,Primary degraded,High,Hutan Sekunder,DEG_ND,High,1997,1996,Degraded - Natural disturbance,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,Yes,High,Agree,,,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,COMMISSION,AGREE_NON,YES,No edits needed,No data until 1993; No SPOT data,Maluku,6114,Non Forest,High,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,2006,1994,No,High,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,OMISSION,AGREE_FOR,YES,Edited entry,No data until 1993; clove since 2004,Maluku,6115,Primary degraded,High,Pertanian Lahan Kering,CLEAR_RO,Low,2004,2003,Cleared - Roading,Low,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2015,1994,Yes,Low,Disagree - major,,Sample complete!,,,NA,NA,NA,NA,NA,
Tatik checked,Tatik checked,AGREE_FOR,OMISSION,YES,No edits needed,,Sulawesi,6883,Primary degraded,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2015,2014,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2014,1997,Yes,High,Disagree - minor,,,,,,,NA,NA,NA,landsat data not available in until 1996
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,No data:1990-1995,Sulawesi,6885,Non Forest,Low,Pertanian Lahan Kering Campur Semak,DEG,High,NA,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,2016,1996,No,High,Disagree - major,,Sample complete!,,,,,NA,NA,NA,"border belukar and forest, landsat data not available in until 1995"
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,Edited entry,No data:1990-1993,Sulawesi,6886,Non Forest,Low,Belukar,CLEAR_AB,Low,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,No,none,1994,Yes,High,Disagree - minor,,Sample complete!,,,,,NA,NA,NA,hard to interprete final year
Tatik checked,Tatik checked,OMISSION,OMISSION,YES,No edits needed,,Sulawesi,6890,Primary intact,High,Hutan Sekunder,DEG_NE,High,2005,2004,Degraded - Nearby clearing,High,2016,2015,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,Yes,none,1990,Yes,High,Disagree - minor,,,,Nearby clearing for smallholder landuse,Nearby clearing for smallholder landuse,,NA,NA,NA,
