ID,Checked,D_REVIEW_NOTES
3298,Agree,NA
3299,Recommend change,"Cleared - abandoned in 1997, cleared abandoned in 2008, cleared abandoned in 2014"
3300,Agree,NA
3301,Agree,NA
3302,Agree,NA
3303,Unsure,"Probably just degraded by fire in 1997, I don't think the pixel was ever cleared (though degraded by selective logging again in 2011)"
3304,Agree,NA
3305,NA,NA
3306,NA,NA
3307,Unsure,I don't see a degradation event
3308,NA,NA
3309,Recommend change,I don't think the pixel was actually cleared in 2012
3310,Agree,NA
3311,NA,NA
3312,NA,NA
3313,Agree,NA
3314,NA,NA
3315,Agree,NA
3316,Recommend change,"Degraded selective logging 2001, degraded nearby clearing 2010, cleared tree plantation 2012"
3317,Unsure,Not positive the pixel was actually planted with oil palms
3318,NA,NA
3319,Recommend change,"Selective logging started in 1994, not 1993"
3320,NA,NA
3321,Agree,NA
3322,NA,NA
3323,Recommend change,Probably cleared fire in 1998
3324,NA,NA
3325,NA,NA
3326,Agree,NA
3327,Recommend change,"First degradation in 1998, not 1993; also I think the pixel was probably abandoned from 1999-2001, then recleared and planted with palm in 2002"
3328,Agree,NA
3329,Unsure,More likely selective logging
3330,NA,NA
3331,Agree,NA
3332,NA,NA
3333,Recommend change,Pixel not technically visible until 1999
3334,Agree,NA
3335,Agree,NA
3336,NA,NA
3337,Agree,NA
3338,Recommend change,"Cleared - fire in 2016, not cleared - other"
3339,NA,NA
3340,NA,NA
3341,NA,NA
3342,NA,NA
3343,Agree,NA
3344,Agree,NA
3345,Agree,NA
3346,Agree,NA
3347,Agree,NA
3348,NA,NA
3349,Agree,NA
3350,NA,NA
3351,NA,NA
3352,Agree,NA
3353,Recommend change,Degraded nearby clearing 1995; cleared smallholder 1999 (not 1998); cleared smallholder 2008
3354,Recommend change,Probably cleared again by fire in 2016; possible the pixel was cleared (not just degraded) by fire in 1999
3355,NA,NA
3356,Agree,NA
3357,Recommend change,More likely selective logging
3358,Recommend change,"I think the pixel was cleared abandoned (or possibly cleared smallholder) in 2000, then cleared abandoned again in 2014"
3359,Recommend change,1998 incident not actually visible until 1999
3360,Recommend change,Cleared - fire (or possibly abandoned) in 2007; cleared - abandoned again in 2009 then cleared for palm in 2014
3361,NA,NA
3362,Recommend change,Don't think the pixel was cleared until 1998
3363,NA,NA
3364,Agree,NA
3365,Unsure,Might have been cleared by fire
3366,NA,NA
3367,Agree,NA
3368,Agree,NA
3369,NA,NA
3370,NA,NA
3371,NA,NA
3372,Agree,NA
3373,Unsure,"I think the 1998 event might have been degradation by fire, not clearing (or possibly clearing by fire)"
3374,Agree,NA
3375,Recommend change,"Cleared - fire in 1998; cleared smallholder in 2006; cleared fire in 2015 (possibly cleared smallholder, but more likely cleared fire)"
3376,NA,NA
3377,Agree,NA
3378,Unsure,Possibly degraded in 2006
3379,NA,NA
3380,Agree,NA
3381,NA,NA
3382,Agree,NA
3383,Unsure,"Based on GE image from 2016, it looks like the pixel itself was never planted with oil palms (so cleared - abandoned), though also possible that part of the planting block was just overgrown after planting"
3384,NA,NA
3385,NA,NA
3386,Recommend change,"Degraded nearby clearing in 1998, then again in 2000; 2003 clearing probably cleared - abandoned; cleared - abandoned again in 2014 (no planted palms visible in 2017 GE image)"
3387,Agree,NA
3388,Recommend change,Degradation happened in 2008; degraded again by nearby clearing in 2012
3389,NA,NA
3390,Agree,NA
3391,Agree,NA
3392,NA,NA
3393,Agree,NA
3394,Recommend change,Just cleared once
3395,Unsure,"Not sure if the pixel was cleared or just degraded, I think degradation is probably more likely"
3396,Agree,NA
3397,NA,NA
3398,Agree,NA
3399,Agree,NA
3400,NA,NA
3401,NA,NA
3402,Agree,NA
3403,NA,NA
3404,Agree,NA
3405,Recommend change,"Cleared in 2016, not 2012, degradation in 2003 might have been for logging or peatland draining, not sure it was nearby clearing"
3406,Agree,NA
3407,NA,NA
3408,Recommend change,I don't see the degradation event
3409,NA,NA
3410,NA,NA
3411,NA,NA
3412,Recommend change,"1994 was first cloud free image, so shouldn’t record 1994 event; also possible it was just degraded nearby clearing in 2005, rather than actually cleared"
3413,NA,NA
3414,NA,NA
3415,Unsure,Might have been intact forest in 1990
3416,Recommend change,Cleared smallholder again in 2014
3417,Agree,NA
3418,NA,NA
3419,NA,NA
3420,Agree,NA
3421,NA,NA
3422,Recommend change,Non forest
3423,Agree,NA
3424,NA,NA
3425,Agree,NA
3426,Agree,NA
3427,Recommend change,Clearing wasn’t actually visible in 1998
3428,NA,NA
3429,Agree,NA
3430,NA,NA
3431,NA,NA
3432,Unsure,"I don't really see the clearing event, though possible it was degraded badly in 2000; also not 100% sure the pixel was forest in 1990"
3433,NA,NA
3434,Agree,NA
3435,NA,NA
3436,NA,NA
3437,Recommend change,"I don't think this pixel was actually cleared, just degraded"
3438,Agree,NA
3439,Agree,NA
3440,Agree,NA
3441,NA,NA
3442,Agree,NA
3443,Agree,NA
3444,NA,NA
3445,Agree,NA
3446,Agree,NA
3447,NA,NA
3448,NA,NA
3449,NA,NA
3450,NA,NA
3451,Unsure,"1998 was probably either cleared or degraded by fire, not abandoned; agree with 2012 clearing"
3452,Recommend change,"Degraded in 1998, degraded again in 2007, I don't think it was ever actually cleared"
3453,Recommend change,Degradation event not visible until 2014
3454,NA,NA
3455,NA,NA
3456,Unsure,"I think the change in 1993 was just part of the natural water cycle; if so, the only change was degraded nearby clearing in 2003"
3457,Agree,NA
3458,Recommend change,"I don't see 2000 event, agree with 2008, 2010 event should probably actually be 2011"
3459,Agree,NA
3460,NA,NA
3461,NA,NA
3462,NA,NA
3463,Agree,NA
3464,Unsure,Not sure the pixel was actually cleared in 2015
3465,Agree,NA
3466,NA,NA
3467,Agree,NA
3468,Agree,NA
3469,Agree,NA
3470,NA,NA
3471,NA,NA
3472,Agree,NA
3473,NA,NA
3474,Agree,NA
3475,Agree,NA
3476,Agree,NA
3477,Recommend change,"I don't see these degradation events (though I think the pixel was probably already degraded in 1990); also I think this might have been cleared - abandoned, not cleared smallholder"
3478,Agree,NA
3479,Agree,NA
3480,NA,NA
3481,Unsure,Possible logging starting in 2002??
3482,NA,NA
3483,Agree,NA
3484,NA,NA
3485,Unsure,"May have been cleared - abandoned after 1997 event rather than just logged (also pixel itself not actually visible until 1999, so that should be the degradation year)"
3486,NA,NA
3487,NA,NA
3488,Agree,NA
3489,Agree,NA
3490,NA,NA
3491,NA,NA
3492,Agree,NA
3493,Agree,NA
3494,Agree,NA
3495,Agree,NA
3496,Agree,NA
3497,Agree,NA
3498,NA,NA
3499,Agree,NA
3500,NA,NA
3501,NA,NA
3502,NA,NA
3503,Agree,NA
3504,Unsure,"Possible this was just a karst forest, degraded by selective logging starting in 1998, but never cleared"
3505,NA,NA
3506,NA,NA
3507,Agree,NA
3508,Agree,NA
3509,NA,NA
3510,NA,NA
3511,Recommend change,"I think the pixel was actually forested in 1990, degraded nearby clearing in 2013"
3512,NA,NA
3513,Agree,NA
3514,Recommend change,"I think this was actually forested (degraded?); degraded nearby clearing in 2014, but probably never cleared"
3515,Agree,NA
3516,Agree,NA
3517,NA,NA
3518,Agree,NA
3519,NA,NA
3520,Agree,NA
3521,Recommend change,2016 clearing should be cleared - abandoned (no evidence the pixel has been planted)
3522,Agree,NA
3523,Agree,NA
3524,Agree,NA
3525,NA,NA
3526,Agree,NA
3527,Recommend change,I don't see any clearing in 2015
3528,Agree,NA
3529,Agree,NA
3530,Agree,NA
3531,Agree,NA
3532,Recommend change,I think this was probably degraded sometime before 2000 (by logging??)
3533,Agree,NA
3534,Recommend change,"Pretty sure this was forest (primary intact?) in 1990, degraded seleective logging in 1999/2000, then cleared for oil palm in 2007"
3535,NA,NA
3536,Recommend change,"Pixel not visible in 2005, also not sure about the 2005 degradation, though possible the pixel degraded by fire in 2000"
3537,NA,NA
3538,Agree,NA
3539,NA,NA
3540,Agree,NA
3541,Recommend change,This pixel was degraded by peatland draining
3542,NA,NA
3543,NA,NA
3544,Agree,NA
3545,Agree,NA
3546,Recommend change,Road clearing happened in 2015
3547,Agree,NA
3548,Agree,NA
3549,Agree,NA
3550,Unsure,Not sure about the 2016 clearing
3551,Agree,NA
3552,Agree,NA
3553,NA,NA
3554,Recommend change,"Pixel not visible in 1998, not sure when the pixel was actually cleared, could have been 1999, but probably 2000 or 2001; then cleared again in 2012"
3555,NA,NA
3556,NA,NA
3557,Recommend change,1998 change was probably cleared - fire; agree with other clearing events
3558,Agree,NA
3559,Agree,NA
3560,NA,NA
3561,Agree,NA
3562,Agree,NA
3563,Agree,NA
3564,Unsure,"2009 degradation should probably be nearby clearing, also not positive the pixel was actually planted with palms sin 2010 (no palms visible within pixel in 2013 GE image)"
3565,Unsure,"Possible this was a degraded karst forest in 1990, degraded or cleared by fire in 1998 then cleared palm in 2007"
3566,NA,NA
3567,NA,NA
3568,Agree,NA
3569,Agree,NA
3570,NA,NA
3571,NA,NA
3572,Recommend change,"Already degraded in 1990, I don't see the selective logging in 1996"
3573,Agree,NA
3574,Agree,NA
3575,Unsure,"Patch of primary  forest (or very old fallow) in a shifting cultivation landscape, possible the area is already degraded?"
3576,NA,NA
3577,Agree,NA
3578,Agree,NA
3579,NA,NA
3580,NA,NA
3581,Unsure,Not positive this was primary forest in 1990 (though I think it was probably a forested karst area); also probably degraded nearby clearing in 1998 (I don't think the pixel was actually cleared)
3582,Agree,NA
3583,Unsure,Not sure the pixel was cleared in 2016
3584,NA,NA
3585,NA,NA
3586,Agree,NA
3587,NA,NA
3588,NA,NA
3589,Agree,NA
3590,NA,NA
3591,NA,NA
3592,NA,NA
3593,Unsure,"Probably cleared in 1993, not 2000"
3594,Agree,NA
3595,NA,NA
3596,NA,NA
3597,Agree,NA
3598,NA,NA
3599,Agree,NA
3600,NA,NA
3601,NA,NA
3602,NA,NA
3603,Agree,NA
3604,NA,NA
3605,NA,NA
3606,Agree,NA
3607,Unsure,2003 clearing might have been fire
3608,Unsure,Not certain I see the degradation event
3609,NA,NA
3610,NA,NA
3611,NA,NA
3612,NA,NA
3613,NA,NA
3614,Agree,NA
3615,Agree,NA
3616,Agree,NA
3617,Agree,NA
3618,NA,NA
3619,Agree,NA
3620,Agree,NA
3621,Agree,NA
3622,Agree,NA
3623,NA,NA
3624,NA,NA
3625,Agree,NA
3626,NA,NA
3627,Agree,NA
3628,Agree,NA
3629,Agree,NA
3630,Agree,NA
3631,Unsure,Possible the pixel was forested?
3632,Agree,NA
3633,NA,NA
3634,Agree,NA
3635,NA,NA
3636,Recommend change,First change not visible until 2009; agree with 2016
3637,Agree,NA
3638,Agree,NA
3639,Agree,NA
3640,Agree,NA
3641,Agree,NA
3642,Agree,NA
3643,NA,NA
3644,Agree,NA
3645,Agree,NA
3646,Agree,NA
3647,Agree,NA
3648,Agree,NA
3649,NA,NA
3650,Agree,NA
3651,Agree,NA
3652,Recommend change,"Cleared - abandoned in 2011, then cleared - palm in 2014 (based on GE)"
3653,Agree,NA
3654,NA,NA
3655,Agree,NA
3656,Agree,NA
3657,Agree,NA
3658,Agree,NA
3659,Agree,NA
3660,Agree,NA
3661,Agree,NA
3662,NA,NA
3663,Agree,NA
3664,Agree,NA
3665,Agree,NA
3666,NA,NA
3667,NA,NA
3668,Agree,NA
3669,Agree,NA
3670,NA,NA
3671,NA,NA
3672,NA,NA
3673,NA,NA
3674,Agree,NA
3675,NA,NA
3676,Unsure,Possible the 1999 clearing was fire
3677,Agree,NA
3678,Agree,NA
3679,Agree,NA
3680,Agree,NA
3681,Unsure,"Possible this was a karst forest, degraded selective logging in 1996"
3682,NA,NA
3683,Agree,NA
3684,Agree,NA
3685,NA,NA
3686,NA,NA
3687,NA,NA
3688,Recommend change,2001 event probably just degradation
3689,Agree,NA
3690,Agree,NA
3691,Unsure,Not positive the pixel was planted with palm after 2015 clearing
3692,Agree,NA
3693,Agree,NA
3694,Agree,NA
3695,Recommend change,"I don't think the pixel was actually cleared in 1999; also probably cleared - abandoned in 2012, not cleared - smallholder"
3696,Agree,NA
3697,Agree,NA
3698,Agree,NA
3699,Agree,NA
3700,Agree,NA
3701,Agree,NA
3702,Agree,NA
3703,Agree,NA
3704,Agree,NA
3705,NA,NA
3706,Agree,NA
3707,Agree,NA
3708,NA,NA
3709,Agree,NA
3710,Agree,NA
3711,NA,NA
3712,NA,NA
3713,Agree,NA
3714,Agree,NA
3715,Agree,NA
3716,Recommend change,Selective logging not fully visible until 1997 (pixel covered with clouds in 1995 & 1996); agree with clearing event
3717,Agree,NA
3718,Agree,NA
3719,Agree,NA
3720,Agree,NA
3721,Agree,NA
3722,Agree,NA
3723,Agree,NA
3724,Agree,NA
3725,NA,NA
3726,Agree,NA
3727,Unsure,"Not sure I see the clearing event, but it does look like the pixel had been cleared in the SPOT image"
3728,NA,NA
3729,NA,NA
3730,Agree,NA
3731,Agree,NA
3732,Agree,NA
3733,Agree,NA
3734,Agree,NA
3735,Unsure,Possibly rubber??
3736,NA,NA
3737,Agree,NA
3738,Agree,NA
3739,NA,NA
3740,NA,NA
3741,Agree,NA
3742,Unsure,Not certain I see the degradation event
3743,NA,NA
3744,Agree,NA
3745,Agree,NA
3746,Agree,NA
3747,Agree,NA
3748,Agree,NA
3749,Agree,NA
3750,NA,NA
3751,NA,NA
3752,Agree,NA
3753,NA,NA
3754,Agree,NA
3755,NA,NA
3756,NA,NA
3757,NA,NA
3758,NA,NA
3759,NA,NA
3760,Agree,NA
3761,NA,NA
3762,Agree,NA
3763,Agree,NA
3764,Recommend change,"Cleared again in 2016 (agree with other change events, though not 100% sure this was smallholder clearing, not clearing abandoned)"
3765,Agree,NA
3766,NA,NA
3767,Agree,NA
3768,NA,NA
3769,Agree,NA
3770,Agree,NA
3771,Agree,NA
3772,NA,NA
3773,NA,NA
3774,Agree,NA
3775,Agree,NA
3776,Agree,NA
3777,Agree,NA
3778,Agree,NA
3779,Agree,NA
3780,Agree,NA
3781,NA,NA
3782,Agree,NA
3783,NA,NA
3784,Agree,NA
3785,NA,NA
3786,Agree,NA
3787,NA,NA
3788,Unsure,2003 clearing might have been fire
3789,Recommend change,Cleared - abandoned not visible until 1997; also not sure the 2013 driver was tree plantations
3790,NA,NA
3791,NA,NA
3792,NA,NA
3793,Agree,NA
3794,Agree,NA
3795,NA,NA
3796,NA,NA
3797,Agree,NA
3798,Recommend change,2015 was clearing by fire
3799,Agree,NA
3800,Agree,NA
3801,Agree,NA
3802,NA,NA
3803,NA,NA
3804,Recommend change,Primary degraded at first cloud free image; agree with clearing events
3805,Agree,NA
3806,NA,NA
3807,Agree,NA
3808,Agree,NA
3809,NA,NA
3810,Agree,NA
3811,Unsure,Not positive the pixel was primary forest in 1990
3812,Recommend change,"First clearing visible in 1999, not 1998"
3813,Agree,NA
3814,Unsure,Not sure what year the pixel was cleared (2007 or 2008 maybe?)
3815,NA,NA
3816,NA,NA
3817,Agree,NA
3818,NA,NA
3819,Agree,NA
3820,Recommend change,"Pixel was degraded forest in 1990, never cleared"
3821,Agree,NA
3822,Agree,NA
3823,Agree,NA
3824,NA,NA
3825,Unsure,"Not certain the pixel was cleared in 1999, could have just been degraded nearby clearing"
3826,Agree,NA
3827,Agree,NA
3828,Unsure,Not sure this was cleared - smallholder or cleared - abandoned
3829,Agree,NA
3830,Recommend change,"I think this was probably a degraded peat forest, not changed during study period"
3831,Agree,NA
3832,Agree,NA
3833,Agree,NA
3834,Unsure,"I think the pixel was probably just degraded in 1997, not cleared"
3835,Agree,NA
3836,NA,NA
3837,Agree,NA
3838,NA,NA
3839,NA,NA
3840,NA,NA
3841,NA,NA
3842,Unsure,Could have been natural changes in the water cycle
3843,Agree,NA
3844,Agree,NA
3845,NA,NA
3846,NA,NA
3847,NA,NA
3848,Agree,NA
3849,NA,NA
3850,Recommend change,Degraded by nearby clearing in 1998? Possibly cleared in 2015 (or just flooded?)
3851,Agree,NA
3852,Unsure,"Not sure about the 2000 event, but agree with the 2007 and 2016 clearings"
3853,Agree,NA
3854,NA,NA
3855,NA,NA
3856,NA,NA
3857,Agree,NA
3858,Agree,NA
3859,NA,NA
3860,Agree,NA
3861,NA,NA
3862,Agree,NA
3863,NA,NA
3864,Agree,NA
3865,Agree,NA
3866,NA,NA
3867,Agree,NA
3868,NA,NA
3869,NA,NA
3870,Agree,NA
3871,Agree,NA
3872,Recommend change,"Cleared smallholder twice, once in 2003 and once in 2008"
3873,Agree,NA
3874,Agree,NA
3875,NA,NA
3876,Unsure,"I think the pixel was degraded in 2001, but not sure it was ever cleared"
3877,Unsure,Not postive this was primary forest in 1990
3878,Agree,NA
3879,Agree,NA
3880,NA,NA
3881,Recommend change,Degradation not visible until 2005
3882,Agree,NA
3883,Recommend change,"2014 clearing either abandoned or for palm (palm infrastructure visible, but not clear whether the pixel was planted)"
3884,NA,NA
3885,NA,NA
3886,Unsure,Not sure if 2015 clearing was smallholder or abandoned
3887,Agree,NA
3888,Agree,NA
3889,Agree,NA
3890,Agree,NA
3891,NA,NA
3892,NA,NA
3893,Unsure,2016 could have been clearing - fire
3894,NA,NA
3895,NA,NA
3896,Recommend change,I think the degradation in 2000 and 2006 (or at least 2000) was probably nearby peatland draining
3897,NA,NA
3898,NA,NA
3899,Agree,NA
3900,Agree,NA
3901,Agree,NA
3902,Agree,NA
3903,Agree,NA
3904,Recommend change,"Cleared - road in 1996, also not positive the pixel was forested in 1990"
3905,Agree,NA
3906,Agree,NA
3907,NA,NA
3908,Agree,NA
3909,Agree,NA
3910,Unsure,Not positive the pixel was primary forest in 1990
3911,NA,NA
3912,NA,NA
3913,NA,NA
3914,NA,NA
3915,NA,NA
3916,Agree,NA
3917,NA,NA
3918,NA,NA
3919,Recommend change,"1999 clearing was fire, not abandoned; also not positive pixel was intact in 1990"
3920,Agree,NA
3921,Agree,NA
3922,Unsure,Not sure the pixel was forested in 1990
3923,Unsure,Degraded by fire in 1998?
3924,NA,NA
3925,Agree,NA
3926,Agree,NA
3927,NA,NA
3928,Recommend change,Degraded nearby clearing in 1994 and 2000; cleared smallholder in 2006
3929,Agree,NA
3930,NA,NA
3931,Agree,NA
3932,Unsure,"Probably degraded by fire in 1998, but not clear whether the pixel itself was affected"
3933,Unsure,Pixel may have been cleared first in 1999 (after degraded nearby clearing in 1997)
3934,NA,NA
3935,NA,NA
3936,NA,NA
3937,NA,NA
3938,Agree,NA
3939,NA,NA
3940,NA,NA
3941,Unsure,"Not sure I actually saw the degradation event, though possible it was degraded by fire?"
3942,Agree,NA
3943,NA,NA
3944,Agree,NA
3945,NA,NA
3946,NA,NA
3947,NA,NA
3948,Recommend change,Degradation not visible until 1999/2000
3949,NA,NA
3950,Recommend change,"Degraded in 1999 from fire, then degraded nearby clearing in 2014"
3951,Agree,NA
3952,Agree,NA
3953,NA,NA
3954,NA,NA
3955,NA,NA
3956,NA,NA
3957,Agree,NA
3958,NA,NA
3959,Recommend change,Degraded by selective logging in 2002
3960,Recommend change,Cleared abandoned again in 2015
3961,NA,NA
3962,NA,NA
3963,Agree,NA
3964,Recommend change,"I don't think 1997 was fire clearing, more likely cleared rubber"
3965,NA,NA
3966,Agree,NA
3967,Agree,NA
3968,Unsure,"Pixel probably abandoned in 2009, not palm"
3969,Agree,NA
3970,NA,NA
3971,Agree,NA
3972,Agree,NA
3973,Recommend change,"Probably non-forest in 1990 (boundary pixel, but I think more than 50% cleared)"
3974,Agree,NA
3975,Agree,NA
3976,Agree,NA
3977,Agree,NA
3978,NA,NA
3979,Agree,NA
3980,Agree,NA
3981,NA,NA
3982,Agree,NA
3983,Agree,NA
3984,NA,NA
3985,NA,NA
3986,Agree,NA
3987,NA,NA
3988,NA,NA
3989,NA,NA
3990,Unsure,I'm not entirely sure the 2008 clearing event was smallholder clearing; agree with 2015 fire clearing
3991,NA,NA
3992,Agree,NA
3993,NA,NA
3994,Agree,NA
3995,Agree,NA
3996,NA,NA
3997,NA,NA
3998,Unsure,"Boundary pixel, not sure if pixel itself was actually cleared in 2002"
3999,NA,NA
4000,NA,NA
4001,Agree,NA
4002,NA,NA
4003,Agree,NA
4004,Agree,NA
4005,Agree,NA
4006,Agree,NA
4007,NA,NA
4008,Agree,NA
4009,Agree,NA
4010,Agree,NA
4011,Agree,NA
4012,NA,NA
4013,NA,NA
4014,Agree,NA
4015,NA,NA
4016,Agree,NA
4017,NA,NA
4018,Agree,NA
4019,Agree,NA
4020,Agree,NA
4021,Agree,NA
4022,Agree,NA
4023,Recommend change,Can't actually see whether degradation reached pixel in 2016
4024,Agree,NA
4025,NA,NA
4026,Agree,NA
4027,NA,NA
4028,Agree,NA
4029,Agree,NA
4030,Agree,NA
4031,Agree,NA
4032,NA,NA
4033,Recommend change,Degraded by nearby clearing in 2005
4034,Agree,NA
4035,Recommend change,Degradation likely took place in 2002
4036,Recommend change,2012 degradation probably selective logging
4037,NA,NA
4038,NA,NA
4039,NA,NA
4040,Agree,NA
4041,Agree,NA
4042,NA,NA
4043,Agree,NA
4044,Agree,NA
4045,Unsure,I'm not positive this was fire clearing
4046,NA,NA
4047,NA,NA
4048,Recommend change,I don't think the degradation actually reached the pixel
4049,Agree,NA
4050,Agree,NA
4051,NA,NA
4052,Agree,NA
4053,Agree,NA
4054,NA,NA
4055,Agree,NA
4056,Recommend change,Degraded nearby clearing first seen in 1994; also not 100% sure about the 2000 clearing event
4057,NA,NA
4058,Agree,NA
4059,Agree,NA
4060,NA,NA
4061,Agree,NA
4062,Unsure,"Doesn’t look like the pixel was actually changed, maybe it was already non forest in 1990??"
4063,Recommend change,"I don't see degradation event, but also possible the pixel was rubber in 1990"
4064,Recommend change,"Cleared smallholder in 1993, cleared smallholder again in 1999"
4065,Agree,NA
4066,NA,NA
4067,NA,NA
4068,NA,NA
4069,NA,NA
4070,NA,NA
4071,NA,NA
4072,Agree,NA
4073,Recommend change,I don’t think I see a degradation event
4074,NA,NA
4075,NA,NA
4076,Unsure,I think this is just noise in the image
4077,Recommend change,Agree with 1998 clearing; pixel was then cleared again in 2010 for palm
4078,NA,NA
4079,NA,NA
4080,Agree,NA
4081,Agree,NA
4082,NA,NA
4083,Agree,NA
4084,NA,NA
4085,Agree,NA
4086,Agree,NA
4087,NA,NA
4088,Agree,NA
4089,Agree,NA
4090,Agree,NA
4091,NA,NA
4092,Agree,NA
4093,Agree,NA
4094,NA,NA
4095,NA,NA
4096,NA,NA
4097,Recommend change,Degraded in 1999 (adjacent to logging road)
4098,Agree,NA
4099,Agree,NA
4100,NA,NA
4101,Agree,NA
4102,NA,NA
4103,Agree,NA
4104,Agree,NA
4105,NA,NA
4106,NA,NA
4107,Agree,NA
4108,Agree,NA
4109,NA,NA
4110,Agree,NA
4111,Agree,NA
4112,Unsure,Might have also been degraded by fire in 1998
4113,NA,NA
4114,Agree,NA
4115,NA,NA
4116,NA,NA
4117,NA,NA
4118,Agree,NA
4119,Agree,NA
4120,Agree,NA
4121,Agree,NA
4122,NA,NA
4123,Agree,NA
4124,Agree,NA
4125,Unsure,"Possible degradation from peatland draining starting in 2003, but no evidence of a drainage canal"
4126,Agree,NA
4127,Agree,NA
4128,NA,NA
4129,NA,NA
4130,NA,NA
4131,NA,NA
4132,NA,NA
4133,NA,NA
4134,Agree,NA
4135,Unsure,Possible the pixel was actually cleared in 1999 (agree with 1997 degradation)
4136,NA,NA
4137,NA,NA
4138,NA,NA
4139,Agree,NA
4140,Agree,NA
4141,NA,NA
4142,Agree,NA
4143,Agree,NA
4144,NA,NA
4145,Agree,NA
4146,NA,NA
4147,Agree,NA
4148,NA,NA
4149,Agree,NA
4150,Agree,NA
4151,Agree,NA
4152,NA,NA
4153,Agree,NA
4154,NA,NA
4155,Agree,NA
4156,Agree,NA
4157,NA,NA
4158,Recommend change,Clearing not actually visible in pixel until 1992
4159,Agree,NA
4160,Agree,NA
4161,Agree,NA
4162,NA,NA
4163,Agree,NA
4164,Agree,NA
4165,Recommend change,"Either smallholder or abandoned, not tree plantation"
4166,Recommend change,Clearing not visible until 1999
4167,Agree,NA
4168,Agree,NA
4169,NA,NA
4170,NA,NA
4171,Unsure,May be degraded
4172,NA,NA
4173,NA,NA
4174,Recommend change,"I don't think the pixel itself was really cleared in 2016, more likely degraded by nearby clearing"
4175,NA,NA
4176,Agree,NA
4177,NA,NA
4178,NA,NA
4179,Agree,NA
4180,NA,NA
4181,Recommend change,Third clearing not visible until 2011
4182,Agree,NA
4183,Agree,NA
4184,NA,NA
4185,Agree,NA
4186,Agree,NA
4187,Agree,NA
4188,Agree,NA
4189,NA,NA
4190,NA,NA
4191,Agree,NA
4192,Agree,NA
4193,Agree,NA
4194,Agree,NA
4195,NA,NA
4196,NA,NA
4197,Agree,NA
4198,Agree,NA
4199,Agree,NA
4200,Agree,NA
4201,NA,NA
4202,Agree,NA
4203,Agree,NA
4204,NA,NA
4205,Agree,NA
4206,NA,NA
4207,NA,NA
4208,Recommend change,"Not positive this was primary forest in 1990, also from 2008-2015, the pixel was either abandoned or rubber (not planted with oil palms); not sure what was planted after 2015 clearing"
4209,Agree,NA
4210,Agree,NA
4211,NA,NA
4212,Agree,NA
4213,Unsure,1992 probably degraded selective logging
4214,NA,NA
4215,NA,NA
4216,Agree,NA
4217,Agree,NA
4218,Agree,NA
4219,Agree,NA
4220,NA,NA
4221,NA,NA
4222,Agree,NA
4223,NA,NA
4224,Agree,NA
4225,NA,NA
4226,Recommend change,"Probably cleared - abandoned (2009) then cleared - palm (2014); also not positive the pixel was converted to palm in 2014, could have been abandoned again"
4227,NA,NA
4228,NA,NA
4229,NA,NA
4230,NA,NA
4231,Recommend change,Fire clearing not visible until 1999
4232,NA,NA
4233,NA,NA
4234,Agree,NA
4235,Agree,NA
4236,NA,NA
4237,Agree,NA
4238,NA,NA
4239,Agree,NA
4240,Recommend change,"2016 probably cleared - abandoned; also chance the pixel was actually cleared in 1998, not just degraded (lost more than 50% of its original canopy)"
4241,Agree,NA
4242,NA,NA
4243,NA,NA
4244,Unsure,May have been cleared again in 2016 (also smallholder clearing)
4245,NA,NA
4246,NA,NA
4247,NA,NA
4248,Agree,NA
4249,Agree,NA
4250,Agree,NA
4251,Agree,NA
4252,NA,NA
4253,NA,NA
4254,Agree,NA
4255,NA,NA
4256,Agree,NA
4257,NA,NA
4258,Agree,NA
4259,NA,NA
4260,NA,NA
4261,Recommend change,2009 was cleared abandoned (not cleared palm); cleared for palm in 2013
4262,Agree,NA
4263,Agree,NA
4264,NA,NA
4265,NA,NA
4266,Recommend change,"I think the pixel was probably cleared in 1999, not just degraded, then cleared again in 2016"
4267,NA,NA
4268,Recommend change,Degraded by selective logging in 2010
4269,NA,NA
4270,NA,NA
4271,NA,NA
4272,NA,NA
4273,NA,NA
4274,NA,NA
4275,NA,NA
4276,NA,NA
4277,Agree,NA
4278,Unsure,"I think this was fire each time, possible the 1998 event was clearing, not degradation"
4279,NA,NA
4280,NA,NA
4281,Agree,NA
4282,NA,NA
4283,NA,NA
4284,Agree,NA
4285,Agree,NA
4286,Agree,NA
4287,Agree,NA
4288,Recommend change,Already non forest by first cloud free image in 1994
4289,NA,NA
4290,NA,NA
4291,Agree,NA
4292,NA,NA
4293,Recommend change,"I think this was more likely cleared - abandoned in 1999, then cleared other in 2004 (fish pond)"
4294,NA,NA
4295,Agree,NA
4296,NA,NA
4297,NA,NA
4298,Agree,NA
4299,NA,NA
4300,NA,NA
4301,NA,NA
4302,Unsure,"I think this might have actually been a degraded forest, cleared in 2010 (possibly degraded fire in 1999 and degraded nearby clearing in 2007)"
4303,NA,NA
4304,Agree,NA
4305,Agree,NA
4306,NA,NA
4307,Agree,NA
4308,NA,NA
4309,NA,NA
4310,NA,NA
4311,NA,NA
4312,Agree,NA
4313,NA,NA
4314,Recommend change,1993 degradation looks more like selective logging; also not sure about 2015 clearing event; I think the pixel was just under a cloud shadow
4315,Agree,NA
4316,NA,NA
