ID,LINK,PATH,PATH_1,PATH_3,PATH_5,Version,FINAL_LU_UMD,TRAJECTORY,ISLAND,Checked,NOTES,X1990_LC,X1990_CONF,X1990_NOTES,CH1_YR,CH1_PCF,CH1_TYPE,CH1_CONF,CH1_NOTES,CH2_YR,CH2_PCF,CH2_TYPE,CH2_CONF,CH2_NOTES,CH3_YR,CH3_PCF,CH3_TYPE,CH3_CONF,CH3_NOTES,CH4_YR,CH4_PCF,CH4_TYPE,CH4_CONF,CH4_NOTES,CH5_YR,CH5_PCF,CH5_TYPE,CH5_CONF,CH5_NOTES,CH6_YR,CH6_PCF,CH6_TYPE,CH6_CONF,CH6_NOTES,FINAL_LU,USER,CLASS_NOTES,NOTES_FINAL,CONF_FINAL,CHANGE_E_CONF,DISAGREEMENT_EDITS,DISAGREEMENT_NOTES,DEG_YR_FIRST,DEG_TYPE_FIRST,CLEAR_YR_FIRST,CLEAR_TYPE_FIRST,AGREE_DISAGREE,SPOT,HIGHRES_GE,FY_CF,Editor,NUM_CHANGE,TREE_COVER,LOSS_YEAR,KLHK_CLASS_1990,KLHK_CLASS_2000,KLHK_CLASS_2012,Sveta_2001,Belinda_2000,INCAS_2000,INCAS_2012,1990 status,2000 status,2001 status,2012 status,Team
1678,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1678.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1678.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Unsure,I don't see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2003,Degraded - Selective logging,0,NA,Agree,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
585,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample585.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample585.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Recommend change,"Pixel not visible in 2004, not sure the pixel was degraded, but if so it should be 2006, not 2004",Primary intact,HIGH,NA,2006,2002,Degraded - Selective logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Mangrove Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Selective logging,0,NA,Disagree - minor,NO,none,1990,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1533,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1533.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1533.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Recommend change,I don't see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Selective logging,0,NA,Disagree - major,YES,none,1997,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1964,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1964.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1964.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Unsure,Not certain I see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Selective logging,0,NA,Agree,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1592,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1592.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1592.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Unsure,Not sure I see the change event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2011,Degraded - Selective logging,0,NA,Disagree - major,YES,none,1990,NA,1,95,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,Team_3
1596,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1596.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1596.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Recommend change,I don't see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2011,Degraded - Selective logging,0,NA,Agree,YES,2012,1995,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1674,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1674.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1674.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Recommend change,Degradation happened in 2010 (also possibly nearby clearing),Primary intact,HIGH,NA,2010,2009,Degraded - Natural disturbance,LOW,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2011,Degraded - Selective logging,0,NA,Disagree - major,YES,none,1996,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1420,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1420.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1420.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Unsure,I don't see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Mangrove,Anna checked,Data landsat tahun 1990-1993 tidak dapat di interprestasi,NA,HIGH,HIGH,NA,NA,2012,Degraded - Selective logging,0,NA,Disagree - major,YES,2015,1994,NA,1,96,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
491,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample491.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample491.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Unsure,I think this was nearby clearing,Primary intact,HIGH,NA,1999,1996,Degraded - Natural disturbance,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2013,Degraded - Selective logging,0,NA,Disagree - major,YES,none,1996,NA,1,96,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1586,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1586.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1586.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Unsure,Not sure I see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2013,Degraded - Selective logging,0,NA,Agree,YES,none,1990,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1663,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1663.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1663.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Unsure,"Not positive the pixel was degraded (if so, 2013 probably the correct year)",Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2013,Degraded - Selective logging,0,NA,Disagree - major,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1754,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1754.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1754.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Unsure,Not sure I see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Diana checked,NA,NA,HIGH,LOW,NA,NA,2013,Degraded - Selective logging,0,NA,Disagree - major,YES,none,1990,NA,1,100,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1865,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1865.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1865.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG,Irian_Jaya,Unsure,I don't think I see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Diana checked,NA,NA,HIGH,LOW,NA,NA,2013,Degraded - Selective logging,0,NA,Disagree - minor,YES,none,1995,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1013,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1013.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1013.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG_DEG,Irian_Jaya,Recommend change,Second selective logging event not visible until 2010,Primary intact,HIGH,NA,,,,,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,1997,Degraded - Selective logging,0,NA,Disagree - minor,YES,2009,1991,NA,2,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
2098,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2098.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2098.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG_DEG,Irian_Jaya,Unsure,Probably selective logging both times,Primary intact,HIGH,NA,1999,1998,Degraded - Selective Logging,LOW,NA,2013,2012,Degraded - Selective logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,1999,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,NA,2,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1334,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1334.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1334.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Selective logging,DEG_DEG,Irian_Jaya,Unsure,Not sure about either degradation event,Primary intact,HIGH,NA,,,,,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2000,Degraded - Selective logging,0,NA,Disagree - major,YES,none,1995,NA,2,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
31,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample31.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample31.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,I think the pixel might have been degraded again in 1999 by selective logging (though not certain),Primary degraded,HIGH,landslide naturally,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Tatik checked,NA,NA,HIGH,HIGH,NA,NA,1993,Degraded - Nearby clearing,0,NA,Agree,YES,2010,1990,NA,1,95,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1630,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1630.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1630.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,"Pixel not visible in 1993, degradation would be visible in 2000 if it occurred (not sure the degradation reached inside the white circle)",Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,1993,Degraded - Nearby clearing,0,NA,Disagree - major,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1639,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1639.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1639.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,I think this was probably just natural drying,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,1994,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,2014,1990,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
74,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample74.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample74.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,I don't see degradation,Primary degraded,HIGH,degraded naturally,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Sekunder,Tatik checked,NA,NA,HIGH,HIGH,NA,NA,1997,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1991,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1337,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1337.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1337.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,I think selective logging was the driver,Primary intact,HIGH,NA,1998,1995,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Anna checked,NA,NA,HIGH,HIGH,NA,NA,1998,Degraded - Nearby clearing,0,NA,Disagree - major,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1959,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1959.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1959.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,More likely selective logging,Primary intact,HIGH,NA,2000,1995,Degraded - Selective Logging,HIGH,roading,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2000,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,2015,1995,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
2046,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2046.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2046.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,More likely selective logging,Primary intact,LOW,NA,2000,1996,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2000,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1996,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
499,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample499.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample499.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,I don't think the clearing reached the white circle,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2001,Degraded - Nearby clearing,0,NA,Disagree - major,YES,2011,2000,NA,1,94,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1202,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1202.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1202.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,I think this is more likely selective logging,Primary intact,HIGH,NA,2000,1999,Degraded - Selective Logging,HIGH,NA,2002,2001,Cleared - Road,LOW,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2001,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
57,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample57.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample57.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,"May have been degraded (fire?) in 2000, but I don't see any change in 2004",Primary intact,HIGH,NA,2000,1999,Degraded - Peatland draining,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Sekunder,Tatik checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1997,NA,1,96,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1994,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1994.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1994.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,"Selective logging, not nearby clearing",Primary intact,HIGH,NA,2004,2003,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1993,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
2078,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2078.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2078.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,"Selective logging, not nearby clearing",Primary intact,HIGH,NA,2004,2003,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
2105,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2105.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample2105.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,"Not sure I see the degradation event; also if the pixel was degraded, should be attributed to 2005, not 2004",Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2004,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,NA,1,87,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1051,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1051.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1051.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,I think it was actually degraded selective logging in 1999,Primary intact,HIGH,NA,2000,1999,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2005,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1069,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1069.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1069.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,Not sure I see the degradation event,Primary intact,HIGH,NA,,,,,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2005,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1548,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1548.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1548.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,"Selective logging, not nearby clearing",Primary intact,HIGH,NA,2005,2004,Degraded - Selective Logging,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,2005,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1951,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1951.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1951.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Unsure,"Selective logging, not nearby clearing",Primary intact,HIGH,NA,2005,2004,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2005,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,2009,1992,NA,1,98,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
1990,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1990.html,file:///J:/Indonesia_samples/pages_new/Irian_Jaya_sample1990.html,file:///J:/Indonesia_samples/pages_new/,_sample,.html,February version,Degraded - Nearby clearing,DEG,Irian_Jaya,Recommend change,More likely selective logging,Primary intact,HIGH,NA,2006,2005,Degraded - Selective Logging,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2006,Degraded - Nearby clearing,0,NA,Disagree - minor,YES,none,1990,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_3
