ID,LINK,PATH,PATH_1,PATH_3,PATH_5,Version,FINAL_LAND_USE,TRAJECTORY,ISLAND,Checked,NOTES,X1990_LC,X1990_CONF,X1990_NOTES,CH1_YR,CH1_PCF,CH1_TYPE,CH1_CONF,CH1_NOTES,CH2_YR,CH2_PCF,CH2_TYPE,CH2_CONF,CH2_NOTES,CH3_YR,CH3_PCF,CH3_TYPE,CH3_CONF,CH3_NOTES,CH4_YR,CH4_PCF,CH4_TYPE,CH4_CONF,CH4_NOTES,CH5_YR,CH5_PCF,CH5_TYPE,CH5_CONF,CH5_NOTES,CH6_YR,CH6_PCF,CH6_TYPE,CH6_CONF,CH6_NOTES,FINAL_LU,USER,CLASS_NOTES,NOTES_FINAL,CONF_FINAL,CHANGE_E_CONF,DISAGREEMENT_EDITS,DISAGREEMENT_NOTES,DEG_YR_FIRST,DEG_TYPE_FIRST,CLEAR_YR_FIRST,CLEAR_TYPE_FIRST,AGREE_DISAGREE,SPOT,HIGHRES_GE,FY_CF,Editor,NUM_CHANGE,TREE_COVER,LOSS_YEAR,KLHK_CLASS_1990,KLHK_CLASS_2000,KLHK_CLASS_2012,Sveta_2001,Belinda_2000,INCAS_2000,INCAS_2012,1990 status,2000 status,2001 status,2012 status,Team
9786,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9786.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9786.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED,Sumatera,Recommend change,"Cleared - abandoned in 2012, but adjacent to a tree plantation",Primary intact,HIGH,NA,2011,2010,Degraded - Nearby clearing,HIGH,Land preparation,2012,2011,Cleared - Abandoned,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,Tatik checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,2012,Cleared - Tree plantation,Disagree - major,YES,2014,1992,NA,1,97,NA,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NA,Team_2
8543,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8543.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8543.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED,Sumatera,Unsure,May have been degraded by selective logging or nearby clearing in 2007/2008,Primary intact,HIGH,NA,1997,1996,Degraded - Nearby clearing,HIGH,NA,2013,2012,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Anna checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,2013,Cleared - Tree plantation,Disagree - minor,YES,2014,1990,NA,1,95,2013,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_2
9241,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9241.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9241.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED,Sumatera,Recommend change,"Cleared in 2010 for palm oil, also cleared in 1995 (either abandoned or tree plantation), 2002 and 2005 (abandoned)",Primary degraded,HIGH,NA,1995,1993,Cleared - Tree plantation,HIGH,NA,2002,2001,Cleared - Tree plantation,HIGH,NA,2005,2004,Cleared - Tree plantation,NA,NA,2010,2009,Cleared - Palm estates,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,1995,Cleared - Tree plantation,Disagree - major,YES,none,1992,NA,2,72,2002,FOREST,NON,NON,NON,NON,NON,NON,FOREST,NON,NON,NON,Team_2
9900,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9900.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9900.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED,Sumatera,Recommend change,"1996 cleared abandoned, 2006 cleared abandoned, 2011 cleared tree plantation",Primary intact,HIGH,NA,1996,1993,Cleared - Abandoned,HIGH,NA,2006,2005,Cleared - Abandoned,HIGH,NA,2009,2008,Cleared - Abandoned,NA,NA,2011,2010,Cleared - Tree plantation,NA,NA,2016,2014,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Tatik checked,NA,NA,HIGH,HIGH,Edited entry,changed-1 change to clear abandon,0,NA,1996,Cleared - Abandoned,Agree,YES,2014,1993,Kustiyo checked,2,97,2011,FOREST,FOREST,NON,BUFFER,NON,FOREST,FOREST,FOREST,NON,NON,NON,Team_2
8976,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8976.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8976.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED,Sumatera,Recommend change,2006 - cleared abandoned; 2014 cleared palm estates (small palm plants visible in 2015 google earth image),Primary intact,HIGH,NA,2006,2005,Cleared - Abandoned,LOW,NA,2014,2013,Cleared - Palm estates,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,2006,Cleared - Tree plantation,Disagree - major,YES,2017,1994,NA,2,98,2014,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,Team_2
8941,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8941.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8941.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED,Sumatera,Recommend change,"Second clearing in 2014, not 2015",Primary intact,HIGH,NA,2011,2010,Cleared - Tree plantation,HIGH,NA,2015,2014,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,2011,Cleared - Tree plantation,Disagree - minor,YES,2016,1996,NA,2,95,2011,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_2
7740,file:///F:/Indonesia_samples/pages_new/Sumatera_sample7740.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample7740.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED_CLEARED,Sumatera,Recommend change,I think there was another clearing event in 2002,Primary intact,HIGH,NA,1995,1992,Cleared - Tree plantation,HIGH,NA,2002,2000,Cleared - Tree plantation,High,NA,2005,2004,Cleared - Tree plantation,HIGH,NA,2013,2011,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Diana checked,bekas panen HTI,NA,HIGH,HIGH,NA,NA,0,NA,1995,Cleared - Tree plantation,Disagree - minor,YES,none,1990,NA,3,97,2001,FOREST,NON,NON,NON,NON,NON,NON,FOREST,NON,NON,NON,Team_2
9371,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9371.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9371.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED_CLEARED,Sumatera,Recommend change,Additional clearing in 2008 (all clearing events for tree plantations),Primary intact,HIGH,NA,1995,1992,Cleared - Tree plantation,LOW,NA,2003,2002,Cleared - Tree plantation,LOW,NA,2008,2006,Cleared - Tree plantation,LOW,NA,2014,2013,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,1995,Cleared - Tree plantation,Disagree - major,YES,none,1991,NA,3,67,2014,FOREST,NON,NON,NON,NON,NON,NON,FOREST,NON,NON,NON,Team_2
8405,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8405.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8405.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED_CLEARED,Sumatera,Unsure,"Pixel not visible in 1997, I think it was most likely degraded by selective logging, not cleared",Primary intact,HIGH,NA,2005,2004,Degraded - Selective Logging,LOW,in Google Earth 1997 clearing,2008,2007,Cleared - Tree plantation,HIGH,NA,2013,2012,Cleared - Tree plantation,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Anna checked,NA,NA,HIGH,HIGH,No edits needed,wetland forest,0,NA,1997,Cleared - Tree plantation,Disagree - minor,YES,2015,1990,Anna checked,3,97,2013,FOREST,NON,NON,FOREST,NON,FOREST,FOREST,FOREST,NON,NON,NON,Team_2
8890,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8890.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8890.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED_CLEARED,Sumatera,Recommend change,Another clearing event in 2014,Primary intact,LOW,NA,1997,1996,Cleared - Tree plantation,HIGH,NA,2004,2003,Cleared - Tree plantation,HIGH,NA,2008,2007,Cleared - Tree plantation,HIGH,NA,2014,2013,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,1997,Cleared - Tree plantation,Disagree - major,YES,2009,1990,NA,3,95,2004,FOREST,NON,NON,NON,NON,FOREST,FOREST,FOREST,NON,NON,NON,Team_2
9273,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9273.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9273.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED_CLEARED,Sumatera,Recommend change,"Cleared again in 2003; also based on GE image, pretty sure the final clearing was for palm (previous clearings possibly just abandoned land, not tree plantations)",Primary degraded,HIGH,NA,1997,1995,Cleared - Tree plantation,HIGH,NA,2003,2001,Cleared - Tree plantation,HIGH,NA,2011,2010,Cleared - Tree plantation,HIGH,NA,2016,2015,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,1997,Cleared - Tree plantation,Disagree - major,YES,2016,1995,NA,3,90,2016,FOREST,NON,NON,NON,NON,FOREST,FOREST,FOREST,NON,NON,NON,Team_2
9056,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9056.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9056.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED_CLEARED,Sumatera,Recommend change,"1998 clearing by fire, not abandoned; agree with other clearing events, though the final clearing might have happened in 2015, not 2016",Primary intact,HIGH,NA,1998,1997,Cleared - Fire,HIGH,NA,2007,2006,Cleared - Abandoned,HIGH,NA,2016,2015,Cleared - Tree plantation,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,1998,Cleared - Abandoned,Disagree - major,YES,2015,1990,NA,3,82,2015,FOREST,NON,NON,NON,NON,NON,NON,FOREST,NON,NON,NON,Team_2
9013,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9013.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9013.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED_CLEARED,Sumatera,Unsure,"Agree with clearing event dates, but not sure if the pixel was planted as a tree plantation or just abandoned",Primary intact,HIGH,NA,2004,2001,Cleared - Abandoned,LOW,NA,2008,2006,Cleared - Abandoned,LOW,NA,2012,2011,Cleared - Abandoned,LOW,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,Inggit checked,NA,NA,LOW,HIGH,NA,NA,0,NA,2004,Cleared - Tree plantation,Disagree - major,NO,none,1990,NA,3,97,2008,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,Team_2
8795,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8795.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8795.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,CLEARED_CLEARED_CLEARED_CLEARED_CLEARED,Sumatera,Unsure,Not sure if this pixel was cleared for tree plantations or abandoned,Primary intact,HIGH,NA,1993,1990,Cleared - Abandoned,HIGH,NA,1996,1995,Cleared - Abandoned,HIGH,NA,2004,2003,Cleared - Abandoned,HIGH,NA,2008,2007,Cleared - Tree plantation,HIGH,NA,0,0,NA,HIGH,NA,0,0,NA,NA,NA,Hutan Tanaman,Anna checked,NA,NA,HIGH,HIGH,NA,NA,0,NA,1993,Cleared - Abandoned,Disagree - minor,YES,2014,1990,NA,5,82,NA,FOREST,NON,NON,NON,NON,NON,NON,FOREST,NON,NON,NON,Team_2
8154,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8154.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8154.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED,Sumatera,Unsure,"I think this was non forest by 2000 - maybe cleared by fire in 1998? (no cloud free image that year); or the 1995 event was clearing, not just degradation?",Primary intact,HIGH,NA,1995,1994,Cleared - Fire,HIGH,NA,2008,2007,Cleared - Tree plantation,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Diana checked,NA,NA,HIGH,HIGH,No edits needed,NA,1995,Degraded - Fire,2008,Cleared - Tree plantation,Disagree - major,YES,none,1992,Diana checked,2,13,NA,FOREST,NON,NON,NON,NON,NON,FOREST,FOREST,FOREST,FOREST,NON,Team_2
9879,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9879.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9879.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED,Sumatera,Recommend change,"Cleared abandoned in 2009 (or possibly cleared for palm oil), not cleared for tree plantations",Primary intact,HIGH,NA,2008,2007,Degraded - Nearby clearing,HIGH,NA,2009,2008,Cleared - Palm estates,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Perkebunan,Tatik checked,sawit,NA,HIGH,HIGH,NA,NA,2008,Degraded - Nearby clearing,2009,Cleared - Tree plantation,Disagree - minor,YES,none,1991,NA,2,97,2009,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_2
9401,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9401.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9401.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED,Sumatera,Unsure,Possible the pixel was degraded first in 1999 (selective logging?),Primary intact,HIGH,NA,1999,1998,Degraded - Selective Logging,HIGH,NA,2005,2004,Degraded - Selective Logging,HIGH,NA,2013,2012,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2005,Degraded - Nearby clearing,2013,Cleared - Tree plantation,Disagree - major,YES,2009,1991,NA,2,98,2013,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_2
8456,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8456.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8456.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED,Sumatera,Unsure,"Probably cleared - abandoned in 2014, not cleared for tree plantations",Primary intact,HIGH,NA,2009,2008,Degraded - Selective logging,HIGH,NA,2014,2013,Cleared - Abandoned,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2009,Degraded - Selective logging,2014,Cleared - Tree plantation,Disagree - major,YES,2014,1990,NA,2,97,2014,FOREST,NON,NON,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_2
8674,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8674.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8674.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED,Sumatera,Unsure,Not positive the pixel was cleared for tree plantations in 2014,Primary degraded,HIGH,NA,2014,2013,Cleared - Other,LOW,NA,0,0,NA,HIGH,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2011,Degraded - Selective logging,2014,Cleared - Tree plantation,Disagree - major,YES,2011,1996,NA,2,98,2014,FOREST,NON,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,Team_2
9183,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9183.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9183.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED_CLEARED,Sumatera,Recommend change,First clearing not visible until 1999; also degradation event might just be a projection error in the 1991 image; also cleared again for tree plantations in 2013,Primary intact,HIGH,NA,1991,1990,Degraded - Nearby clearing,HIGH,NA,1999,1996,Cleared - Tree plantation,LOW,NA,2002,2001,Cleared - Tree plantation,HIGH,NA,2013,2012,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Yazid checked,NA,NA,HIGH,HIGH,No edits needed,NA,1991,Degraded - Nearby clearing,1998,Cleared - Tree plantation,Disagree - major,YES,none,1990,Yazid checked,3,95,NA,NON,NON,NON,NON,NON,FOREST,NON,FOREST,NON,NON,NON,Team_2
8408,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8408.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8408.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED_CLEARED,Sumatera,Recommend change,"Probably rubber in 1990; also I think it might have been replanted with rubber, not acacia",Primary intact,HIGH,NA,1992,1991,Degraded - Nearby clearing,HIGH,NA,1994,1993,Cleared - Tree plantation,HIGH,NA,1999,1997,Cleared - Tree plantation,HIGH,NA,2001,2000,Cleared - Tree plantation,NA,NA,2005,2004,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Anna checked,NA,NA,HIGH,HIGH,No edits needed,NA,1992,Degraded - Nearby clearing,1999,Cleared - Tree plantation,Disagree - major,NO,2016,1990,Anna checked,3,0,NA,NON,NON,NON,NON,NON,NON,NON,FOREST,NON,NON,NON,Team_2
9138,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9138.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9138.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED_CLEARED,Sumatera,Recommend change,"Another clearing event in 2007 (also possible the 1999 clearing was abandoned, then the pixel was converted to a tree plantation in 2007)",Primary intact,HIGH,NA,1998,1997,Degraded - Nearby clearing,HIGH,NA,2000,1999,Cleared - Tree plantation,HIGH,NA,2007,2006,Cleared - Tree plantation,HIGH,NA,2013,2012,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Inggit checked,NA,NA,HIGH,HIGH,NA,NA,1998,Degraded - Nearby clearing,1999,Cleared - Tree plantation,Disagree - major,YES,2015,1993,NA,3,45,2008,FOREST,NON,NON,NON,NON,FOREST,FOREST,FOREST,NON,NON,NON,Team_2
7521,file:///F:/Indonesia_samples/pages_new/Sumatera_sample7521.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample7521.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED_CLEARED,Sumatera,Unsure,Possible the pixel was cleared again for tree plantations in 2016,Primary intact,HIGH,"Pixel di tahun 1990 & 1991 berwarna hitam, identifikasi pertama di tahun 1992",1999,1995,Degraded - Selective logging,HIGH,NA,2004,2002,Cleared - Tree plantation,HIGH,NA,2011,2010,Cleared - Tree plantation,HIGH,NA,2016,2015,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Diana checked,HTI,NA,HIGH,HIGH,No edits needed,Pixel adjacent to logging road,1999,Degraded - Selective logging,2004,Cleared - Tree plantation,Disagree - major,YES,2015,1992,Diana checked,3,97,2004,FOREST,FOREST,NON,BUFFER,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_2
9483,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9483.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9483.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED_CLEARED,Sumatera,Recommend change,"2002 degradation probably selective logging, also the pixel was cleared again for tree plantations in 2013",Primary intact,HIGH,NA,2002,2001,Degraded - Selective Logging,HIGH,NA,2004,2002,Cleared - Tree plantation,HIGH,NA,2008,2007,Cleared - Tree plantation,HIGH,NA,2013,2012,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Yazid checked,NA,NA,HIGH,HIGH,NA,NA,2002,Degraded - Nearby clearing,2004,Cleared - Tree plantation,Disagree - major,YES,none,1991,NA,3,97,2008,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,Team_2
9135,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9135.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample9135.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED_CLEARED,Sumatera,Unsure,May have been degraded forest in 1990; agree with change events,Primary intact,HIGH,NA,1999,1990,Degraded - Selective Logging,HIGH,NA,2005,2004,Cleared - Tree plantation,HIGH,NA,2011,2009,Cleared - Tree plantation,NA,NA,2016,2015,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Inggit checked,NA,NA,HIGH,HIGH,No edits needed,NA,1999,Degraded - Nearby clearing,2005,Cleared - Tree plantation,Disagree - minor,YES,2015,1990,Inggit checked,3,87,2006,FOREST,FOREST,NON,BUFFER,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,Team_2
8521,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8521.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8521.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED_CLEARED,Sumatera,Recommend change,"Cleared again in 2016; also might have been abandoned, rather than cleared for tree plantations",Primary intact,HIGH,NA,2003,2002,Degraded - Selective logging,High,NA,2008,2007,Cleared - Abandoned,HIGH,NA,2014,2013,Cleared - Abandoned,HIGH,NA,2016,2015,Cleared - Abandoned,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Lahan Terbuka,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2003,Degraded - Selective logging,2008,Cleared - Tree plantation,Disagree - major,YES,2012,1990,NA,3,96,2008,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,Team_2
8457,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8457.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8457.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED_CLEARED,Sumatera,Unsure,"Slow regrowth after the 2011 clearing, not sure this is a tree plantation",Primary intact,HIGH,NA,2000,1998,Degraded - Selective logging,HIGH,NA,2007,2006,Degraded - Nearby clearing,HIGH,NA,2008,2007,Cleared - Abandoned,HIGH,NA,2015,2014,Cleared - Abandoned,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2000,Degraded - Selective logging,2008,Cleared - Abandoned,Disagree - major,YES,none,1992,NA,3,96,2008,FOREST,FOREST,NON,FOREST,FOREST,NON,NON,FOREST,FOREST,FOREST,NON,Team_2
8435,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8435.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8435.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED_CLEARED,Sumatera,Recommend change,Degradation not visible until 2006 (no cloud free image in 2005); agree with other clearing events,Primary intact,HIGH,NA,1998,1996,Degraded - Selective logging,High,image not available for hole scene,2006,2002,Degraded - Nearby clearing,HIGH,NA,2010,2008,Cleared - Tree plantation,HIGH,NA,2015,2014,Cleared - Tree plantation,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Tanaman,Anna checked,NA,NA,HIGH,HIGH,NA,NA,2005,Degraded - Selective logging,2010,Cleared - Tree plantation,Disagree - major,YES,none,1992,NA,3,97,2010,FOREST,FOREST,NON,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,FOREST,NON,Team_2
8401,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8401.html,file:///F:/Indonesia_samples/pages_new/Sumatera_sample8401.html,file:///F:/Indonesia_samples/pages_new/,_sample,.html,February,Cleared - Tree plantation,DEG_CLEARED_CLEARED_CLEARED,Sumatera,Recommend change,2014 clearing event probably not for tree plantations (slow regrowth); more likely abandoned or palm,Primary intact,HIGH,NA,1999,1998,Degraded - Selective logging,HIGH,NA,2004,2001,Cleared - Tree plantation,HIGH,NA,2012,2008,Cleared - Tree plantation,HIGH,"perubahan lebih dari 3x, landuse sama",2014,2013,Cleared - Abandoned,High,"possible the land was abandoned, didn't immediately regrow",0,0,NA,NA,NA,0,0,NA,NA,NA,Lahan Terbuka,Anna checked,NA,NA,HIGH,HIGH,NA,NA,1999,Degraded - Selective logging,2004,Cleared - Tree plantation,Agree,YES,2013,1991,NA,4,99,2004,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,FOREST,FOREST,FOREST,NON,Team_2
