USER,Link,Editor,COMPARE_KLHK_1990,COMPARE_UMD_2001,OMISSION or COMMISSION,NEW EDITS,DISAGREEMENT NOTES,ISLAND,ID,1990 land cover,X1990_CONF,Final land use KLHK,FINAL_LU_UMD,CONF_FINAL,Change 1 year,Change 1 previous cloud free year,Change 1 type,Change 1 confidence,Change 2 year,Change 2 previous cloud free year,Change 2 type,Change 2 confidence,Change 3 year,Change 3 previous cloud free year,Change 3 type,Change 3 confidence,Change 4 year,Change 4 previous cloud free year,Change 4 type,Change 4 confidence,Change 5 year,Change 5 previous cloud free,Change 5 type,Change 5 confidence,Change 6 year,Change 6 previous cloud free,Change 6 type,Change 6 confidence,SPOT,HIGHRES_GE,FY_CF,CHANGE_EVENT,CHANGE_E_CONF,AGREE_DISAGREE,D_EDITS,X1990_NOTES,CLASS_NOTES,CH1_NOTES,CH2_NOTES,CH3_NOTES,CH4_NOTES,CH5_NOTES,CH6_NOTES,NOTES_FINAL
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4212.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4212,Non Forest,high,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,No,high,Agree,,,Sawit,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4216.html,Rizky checked,OMISSION,AGREE_FOR,YES,No edits needed,,Kalimantan,4216,Primary intact,high,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,yes,high,Agree,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4222.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4222,Primary intact,low,Hutan Mangrove Sekunder,DEG_NE,High,1997,1996,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,2006,1992,No,high,Disagree - major,,,,,,,NA,NA,NA,Surrounded by fish pond
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4236.html,Rizky checked,OMISSION,AGREE_NON,YES,Edited entry,,Kalimantan,4236,Non Forest,high,Perkebunan,CLEAR_PE,High,,,,,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2011,1990,Yes,high,Disagree - major,,,Sawit,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4240.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4240,Primary degraded,Low,Lahan Terbuka,CLEAR_OT,High,1998,1997,Degraded - Fire,high,2016,2014,Cleared - Other,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1997,yes,high,Disagree - major,,no free cloud cover during 1990 - 1996,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4242.html,Rizky checked,OMISSION,AGREE_NON,YES,Edited entry,,Kalimantan,4242,Non Forest,high,Tambak,CLEAR_OT,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2006,1990,yes,high,Disagree - major,,,,,Fish pond,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4254.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4254,Primary degraded,Low,Hutan Sekunder,DEG_FI,High,1998,1997,Degraded - Fire,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4259.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,,Kalimantan,4259,Non Forest,high,Lahan Terbuka,CLEAR_PE,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1992,yes,high,Disagree - major,,no free cloud cover during 1990-1991,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4262.html,Rizky checked,OMISSION,COMMISSION,YES,No edits needed,,Kalimantan,4262,Primary degraded,high,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,2000,1999,Degraded - Nearby clearing,high,2001,2000,Cleared - Small-holder land use,high,2007,2006,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,yes,high,Disagree - minor,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4266.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4266,Primary degraded,Low,Belukar,CLEAR_FI,Low,1999,1997,Degraded - Fire,high,2016,2015,Cleared - Fire,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2007,1994,yes,high,Disagree - major,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4273.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,,Kalimantan,4273,Non Forest,high,Belukar,CLEAR_SH,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,2013,1990,yes,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4277.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,,Kalimantan,4277,Non Forest,Low,Lahan Terbuka,CLEAR_OT,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1992,No,high,Disagree - major,,no free cloud cover during 1990-1991,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4278.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,,Kalimantan,4278,Primary degraded,high,Belukar,CLEAR_FI,High,1998,1997,Degraded - Fire,high,2007,2006,Cleared - Other,Low,2016,2015,Cleared - Fire,Low,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2012,1990,yes,high,Agree,,,,still regwoth,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4286.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4286,Non Forest,Low,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2006,1994,No,high,Agree,,no free cloud cover during 1990-1993,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4288.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4288,Primary degraded,low,Hutan Sekunder,DEG_NE,Low,2004,2003,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2016,1994,yes,high,Disagree - minor,Diana edited,no free cloud cover during 1990-1993,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4293.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4293,Primary intact,high,Tambak,CLEAR_OT,High,1999,1998,Degraded - Natural disturbance,High,2001,2000,Degraded - Nearby clearing,High,2004,2003,Cleared - Other,High,2013,2012,Cleared - Other,High,NA,NA,,,NA,NA,,,Yes,2002,1990,yes,high,Disagree - major,Diana edited,,,,,It might be fish pond,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4294.html,Rizky checked,OMISSION,AGREE_NON,YES,Edited entry,changing from forest degradation to non forest,Kalimantan,4294,Non Forest,high,Perkebunan,CLEAR_SH,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2009,1990,yes,high,Disagree - major,,,Karet,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4302.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4302,Non Forest,high,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,No,high,Agree,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4317.html,Rizky checked,OMISSION,COMMISSION,YES,Edited entry,changing from forest degradation to non forest,Kalimantan,4317,Non Forest,high,Lahan Terbuka,CLEAR_OT,High,,,,,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,yes,high,Disagree - major,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4320.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,Pixel is in small island. No evidence there is a human artefact through GE,Kalimantan,4320,Primary intact,Low,Hutan Primer,PIN,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,2009,1991,yes,High,Agree,,,,almost no data,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4322.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,More than half pixel within road clearing,Kalimantan,4322,Non Forest,high,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1992,No,high,Agree,,no free cloud cover during 1990-1991,Sawit,road,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4323.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,Pixel is in the body of river,Kalimantan,4323,Non Forest,high,Air,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1991,no,high,Agree,,,,river,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4327.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4327,Non Forest,high,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2013,1992,No,High,Agree,,,,shifting cultivation,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4329.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4329,Non Forest,high,Pertanian Lahan Kering Campur Semak,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2012,1990,no,high,Agree,,,,land cover is agriculture area,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4330.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,"Pixel located within rubber plants, not degraded forest",Kalimantan,4330,Non Forest,high,Perkebunan,CLEAR_PE,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1990,yes,high,Agree,,,Sawit,prepared for palm,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4331.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,,Kalimantan,4331,Non Forest,high,Lahan Terbuka,CLEAR_PE,High,,,,,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,yes,high,Disagree - minor,Diana edited,Sample complete!,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4516.html,Rizky checked,AGREE_FOR,OMISSION,YES,Edited entry,Changing intact to degraded. Some disturbances can be seen slightly through GE before 90,Kalimantan,4516,Primary degraded,high,Belukar,CLEAR_OT,High,2016,2015,Cleared - Other,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1995,Yes,high,Disagree - major,,No available data during 1990-1994,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4526.html,Rizky checked,OMISSION,AGREE_NON,YES,Edited entry,Changing degraded to non forest,Kalimantan,4526,Non Forest,high,Tambak,CLEAR_OT,High,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2012,1993,Yes,high,Agree,,No available data during 1990-1992,,fishpondswamp forest,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4527.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,"Pretty clear in 1988-99 there were patches within pixel, not sure why KLHK interpreting as degraded forest",Kalimantan,4527,Non Forest,high,Belukar,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2004,1993,no,high,Agree,,Sample complete!,,"no data 1990, platations",,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4530.html,Rizky checked,COMMISSION,AGREE_NON,YES,Edited entry,More than half pixel located in degraded forest,Kalimantan,4530,Primary degraded,high,Belukar,NON,High,1998,1997,Cleared - Fire,High,2015,2014,Cleared - Fire,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2011,1990,No,high,Agree,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4533.html,Rizky checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4533,Primary intact,high,Perkebunan,CLEAR_PE,High,1994,1990,Cleared - Tree plantations,High,2004,2003,Cleared - Abandoned/transitional,High,2010,2009,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2002,1990,no,high,Disagree - major,,Sample complete!,Sawit,Seen in the Google Earth in 1992 was changed to tree plantation,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4535.html,Rizky checked,AGREE_NON,COMMISSION,YES,Edited entry,Clearly seen on GE the area around pixel still intact in 1990.,Kalimantan,4535,Primary intact,Low,Pertanian Lahan Kering Campur Semak,NON,High,2001,2000,Degraded - Nearby clearing,High,2005,2002,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1996,No,high,Agree,,No available data during 1990-1995,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4550.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4550,Non Forest,high,Lahan Terbuka,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,No,High,Agree,,Sample complete!,Most likely for HTI or sawit,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4553.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4553,Primary intact,high,Hutan Sekunder,DEG_FI,High,2000,1996,Degraded - Fire,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,no,high,Disagree - minor,,,,Fire happened in 1998 but there was no data at the pixel,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4557.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4557,Primary intact,high,Hutan Sekunder,DEG_FI,High,2000,1997,Degraded - Fire,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,no,high,Disagree - minor,,No available data during 1990-1993,,Fire happened in 1999 but there was no data at the pixel,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4565.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,,Kalimantan,4565,Non Forest,high,Belukar,CLEAR_AB,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1991,yes,high,Agree,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4569.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4569,Primary degraded,high,Hutan Sekunder,DEG,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,no,high,Agree,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4572.html,Rizky checked,AGREE_NON,COMMISSION,YES,No edits needed,Quite sure this pixel around rubber plantation wherein mostly in West Kalimantan. The color texture is really smooth.,Kalimantan,4572,Non Forest,Low,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2012,1995,No,high,Disagree - major,,No available data during 1990-1994,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4577.html,Rizky checked,OMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4577,Primary degraded,high,Hutan Tanaman,CLEAR_TP,High,1997,1996,Cleared - Tree plantations,high,2012,2011,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,Yes,high,Disagree - minor,Diana edited,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4579.html,Rizky checked,AGREE_FOR,OMISSION,YES,Edited entry,Pixel is around karst forest in eastern part of Kalimantan. Very slight vegetation yet no evidence of human patches in 1990,Kalimantan,4579,Primary intact,Low,Belukar,CLEAR_SH,High,2011,2010,Cleared - Small-holder land use,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1993,yes,high,Disagree - minor,,No available data during 1990-1992,Small-holder agroforests?,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4582.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,Pixel is around karst forest in eastern part of Kalimantan. Very slight vegetation yet no evidence of human patches in 1990,Kalimantan,4582,Primary intact,high,Hutan Sekunder,DEG_SL,High,1999,1997,Degraded - Selective Logging,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,yes,high,Disagree - minor,,,,after 2001 this area growth naturally undisturb forest until 1999,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4585.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4585,Primary degraded,high,Hutan Sekunder,DEG_NE,High,2012,2011,Degraded - Selective Logging,High,2016,2015,Degraded - Nearby clearing,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1997,Yes,high,Disagree - minor,,No available data during 1990-1996,,Logged by road network,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4600.html,Rizky checked,AGREE_FOR,OMISSION,YES,Edited entry,Changing from degraded to intact since it seems around karst forest in eastern Borneo,Kalimantan,4600,Primary intact,high,Lahan Terbuka,CLEAR_FI,High,1999,1995,Degraded - Fire,high,2016,2015,Cleared - Fire,high,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,2014,1991,yes,high,Disagree - minor,,,,Fire happened in 1998 while no data at the pixel,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4602.html,Rizky checked,OMISSION,AGREE_NON,YES,Edited entry,Changing from degraded to intact since it seems around karst forest in eastern Borneo,Kalimantan,4602,Primary intact,high,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,1999,1998,Cleared - Roading,high,2000,1999,Cleared - Small-holder land use,High,2012,2011,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1990,yes,high,Disagree - minor,,,Small-holder agroforests?,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4605.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4605,Primary intact,high,Hutan Sekunder,DEG_FI,High,1998,1997,Degraded - Fire,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,no,high,Disagree - major,,Sample complete!,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4609.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,"Pretty clear through GE the pixel around bare ground, not sure why KLHK class determined as degraded forest",Kalimantan,4609,Non Forest,high,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2010,1993,No,High,Agree,,Sample complete!,Sawit,Palm,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4611.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,Pixel is exactly on the body of river,Kalimantan,4611,Non Forest,high,Air,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1991,No,High,Agree,,,River,River,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4612.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,Located in shifting cultivation landscapes at West Kalimantan whereas seemingly like degraded forest but it is rubber plantation,Kalimantan,4612,Non Forest,high,Perkebunan,CLEAR_PE,High,,,,,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2010,1990,yes,high,Disagree - major,,Sample complete!,small holder palm estates,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4615.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,Pixel is exactly on the road clearing,Kalimantan,4615,Non Forest,Low,Lahan Terbuka,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1997,No,High,Disagree - major,Diana edited,No available data during 1990-1996,Road,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4617.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,Located in peatland at South Kalimantan,Kalimantan,4617,Primary intact,high,Perkebunan,CLEAR_PE,High,1999,1997,Degraded - Fire,high,2003,2002,Cleared - Fire,high,2006,2005,Cleared - Abandoned/transitional,High,2008,2007,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,Yes,2015,1990,yes,high,Disagree - major,,,Sawit,,,,NA,NA,NA,2008 land clearing again for oil palm plantation
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4624.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4624,Primary degraded,low,Hutan Tanaman,CLEAR_TP,High,1998,1997,Degraded - Fire,High,2008,2007,Cleared - Tree plantations,High,2015,2014,Cleared - Tree plantations,High,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2012,1994,Yes,High,Disagree - major,,No available data during 1990-1993,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4627.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,,Kalimantan,4627,Primary intact,low,Lahan Terbuka,CLEAR_PE,High,2015,2013,Cleared - Palm estates,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1994,no,high,Disagree - major,,No available data during 1990-1993,Most likely for oil palm plantation purpose,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4629.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,,Kalimantan,4629,Primary degraded,low,Pertanian Lahan Kering,CLEAR_SH,Low,1999,1998,Degraded - Selective Logging,Low,2007,2006,Degraded - Nearby clearing,high,2009,2008,Cleared - Small-holder land use,High,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1995,yes,high,Disagree - major,Diana edited,No available data during 1990-1994,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4633.html,Rizky checked,AGREE_NON,COMMISSION,YES,No edits needed,,Kalimantan,4633,Non Forest,high,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2014,1990,no,high,Agree,,Sample complete!,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4634.html,Rizky checked,OMISSION,OMISSION,YES,Edited entry,,Kalimantan,4634,Non Forest,high,Belukar Rawa,CLEAR_FI,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1990,Yes,high,Disagree - major,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4640.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,Seems in the beginning 1990 it was cultivation landscapes whereas the color tone is roughly smooth,Kalimantan,4640,Non Forest,high,Perkebunan,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2015,1990,No,high,Disagree - major,,Sample complete!,Sawit,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4641.html,Rizky checked,AGREE_FOR,OMISSION,YES,No edits needed,,Kalimantan,4641,Primary degraded,low,Hutan Sekunder,DEG_SL,High,1998,1997,Degraded - Selective Logging,Low,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1993,no,high,Disagree - minor,,No available data during 1990-1992,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4644.html,Rizky checked,OMISSION,AGREE_NON,YES,Edited entry,Cultivation landscape located in west kalimantan,Kalimantan,4644,Non Forest,Low,Pertanian Lahan Kering Campur Semak,CLEAR_SH,High,,,,,,,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,2009,1990,Yes,high,Disagree - major,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4650.html,Rizky checked,COMMISSION,AGREE_NON,YES,No edits needed,,Kalimantan,4650,Non Forest,high,Belukar Rawa,NON,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1990,No,high,Agree,,,,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4651.html,Rizky checked,AGREE_FOR,OMISSION,YES,Edited entry,Changing from degraded to intact since it seems around karst forest in eastern Borneo,Kalimantan,4651,Primary intact,low,Perkebunan,CLEAR_PE,High,1998,1996,Degraded - Selective Logging,Low,2013,2012,Cleared - Palm estates,High,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,No,none,1991,yes,high,Disagree - major,,Sample complete!,Sawit,,,,NA,NA,NA,
Rizky checked,file:///E:/Indonesia_samples/pages_new/Kalimantan_sample4653.html,Rizky checked,OMISSION,OMISSION,YES,No edits needed,Located in around karst of eastern Borneo. Slight vegetation of forest,Kalimantan,4653,Primary degraded,low,Belukar,CLEAR_TP,High,2013,2012,Degraded - Nearby clearing,high,2016,2015,Cleared - Tree plantations,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,Yes,none,1995,yes,high,Agree,,No available data during 1990-1994,,,,,NA,NA,NA,
