ISLAND,ID,X1990_LC,X1990_CONF,X1990_NOTES,CH1_YR,CH1_PCF,CH1_TYPE,CH1_CONF,CH1_NOTES,CH2_YR,CH2_PCF,CH2_TYPE,CH2_CONF,CH2_NOTES,CH3_YR,CH3_PCF,CH3_TYPE,CH3_CONF,CH3_NOTES,CH4_YR,CH4_PCF,CH4_TYPE,CH4_CONF,CH4_NOTES,CH5_YR,CH5_PCF,CH5_TYPE,CH5_CONF,CH5_NOTES,CH6_YR,CH6_PCF,CH6_TYPE,CH6_CONF,CH6_NOTES,KLHK_LU,FY_CF,SPOT,HIGHRES_GE,USER,AGREE_DISAGREE,CONF_FINAL,CLASS_NOTES,NOTES_FINAL,CHANGE_E_CONF,Editor,DISAG_EDITS,DISAG_NOTES,Checked,D_REVIEW_NOTES,FINAL_LU_UMD,NUM_CHANGE,TRAJECTORY,CLEAR_YR_FIRST,CLEAR_TYPE_FIRST,DEG_YR_FIRST,DEG_TYPE_FIRST
Irian_Jaya,1901,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1990,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1903,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,2000,No,none,Diana checked,Agree,H,SPOT not available,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1904,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1991,Yes,none,Diana checked,Disagree - minor,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1905,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Mangrove,1990,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1906,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,2000,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1907,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1996,Yes,2009,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1908,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,1997,Yes,2015,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1909,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Rawa,1990,Yes,2012,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1912,Primary intact,L,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,2009,Diana checked,Agree,L,NA,NA,H,NA,NA,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1914,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1916,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1994,Yes,none,Diana checked,Disagree - major,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1917,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,No,none,Diana checked,Agree,H,SPOT not available,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1918,Primary intact,L,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1994,Yes,none,Diana checked,Disagree - minor,L,NA,NA,L,NA,NA,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1919,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1998,Yes,2014,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1920,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,2005,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1921,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1923,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,No,none,Diana checked,Agree,H,SPOT not available,NA,H,NA,NA,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1925,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1992,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1926,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1991,Yes,2009,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1927,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1991,Yes,2012,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1928,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1994,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1931,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1932,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1999,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1933,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1994,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1934,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Rawa,1990,Yes,2015,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1935,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1936,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1997,Yes,2010,Diana checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1939,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1990,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1941,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,2013,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1942,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1994,Yes,2014,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1943,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Yazid checked,Disagree - major,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1944,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1993,No,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1945,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Lahan Terbuka,1994,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1948,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Rawa,2000,Yes,2015,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1949,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,2014,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1950,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1993,Yes,2014,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1952,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,1990,Yes,2015,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1953,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,2013,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1954,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1955,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1993,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1958,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,1990,Yes,2010,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1960,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,No,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1961,Primary degraded,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,1990,Yes,2009,Yazid checked,Disagree - major,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Irian_Jaya,1962,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1990,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1963,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Rawa,1990,Yes,2006,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1967,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1969,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1991,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1970,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,1990,Yes,2012,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Agree,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1971,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar Rawa,1990,Yes,2016,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1973,Non forest,H,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,1995,Yes,none,Yazid checked,Agree,H,it is land from sedimentation of river banks,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,1974,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1991,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1975,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1992,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1976,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1993,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1978,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,No,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1979,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Rawa Primer,1990,Yes,none,Yazid checked,Agree,H,NA,NA,L,NA,NA,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1980,Primary degraded,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,1990,Yes,2012,Yazid checked,Disagree - major,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Irian_Jaya,1981,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1982,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,No,2015,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1983,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1994,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1984,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1991,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1985,Primary degraded,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,1990,Yes,none,Yazid checked,Disagree - major,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Irian_Jaya,1986,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1987,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1991,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1988,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1991,No,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1989,Primary degraded,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,1996,Yes,none,Yazid checked,Disagree - major,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Irian_Jaya,1991,Primary degraded,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Sekunder,1990,Yes,2010,Yazid checked,Disagree - major,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary degraded,0,Primary degraded,0,NA,0,NA
Irian_Jaya,1992,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1991,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1996,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1997,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1993,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,1999,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1990,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,2000,Primary intact,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1991,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Not checked,NA,Primary intact,0,Primary intact,0,NA,0,NA
Irian_Jaya,2001,Non forest,H,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Belukar,1998,Yes,none,Yazid checked,Disagree - major,H,NA,NA,H,NA,NA,NA,Not checked,NA,Non forest,0,Non forest,0,NA,0,NA
Irian_Jaya,2003,Primary intact,L,Sample complete!,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,Hutan Primer,1997,Yes,none,Yazid checked,Agree,H,NA,NA,H,NA,NA,NA,Agree,NA,Primary intact,0,Primary intact,0,NA,0,NA
